subject,pred,gold,correct
high_school_biology,A,A,1
high_school_biology,A,B,0
high_school_biology,B,C,0
high_school_biology,C,C,1
high_school_biology,B,B,1
high_school_biology,A,A,1
high_school_biology,D,A,0
high_school_biology,D,D,1
high_school_biology,D,D,1
high_school_biology,D,D,1
high_school_biology,D,D,1
high_school_biology,C,C,1
high_school_biology,D,D,1
high_school_biology,D,D,1
high_school_biology,B,A,0
high_school_biology,A,A,1
high_school_biology,C,C,1
high_school_biology,C,B,0
high_school_biology,B,B,1
high_school_biology,D,A,0
high_school_biology,D,D,1
high_school_biology,A,A,1
high_school_biology,C,C,1
high_school_biology,A,A,1
high_school_biology,C,C,1
high_school_biology,A,A,1
high_school_biology,A,A,1
high_school_biology,B,B,1
high_school_biology,A,A,1
high_school_biology,A,C,0
high_school_biology,B,B,1
high_school_biology,A,A,1
high_school_biology,D,D,1
high_school_biology,C,C,1
high_school_biology,D,D,1
high_school_biology,C,D,0
high_school_biology,B,B,1
high_school_biology,A,A,1
high_school_biology,D,D,1
high_school_biology,B,B,1
high_school_biology,B,B,1
high_school_biology,A,A,1
high_school_biology,D,D,1
high_school_biology,D,D,1
high_school_biology,D,D,1
high_school_biology,A,C,0
high_school_biology,D,D,1
high_school_biology,C,C,1
high_school_biology,D,D,1
high_school_biology,D,D,1
high_school_biology,D,D,1
high_school_biology,A,A,1
high_school_biology,D,D,1
high_school_biology,C,B,0
high_school_biology,D,D,1
high_school_biology,A,A,1
high_school_biology,B,B,1
high_school_biology,C,B,0
high_school_biology,C,C,1
high_school_biology,B,B,1
high_school_biology,D,D,1
high_school_biology,B,B,1
high_school_biology,B,B,1
high_school_chemistry,A,A,1
high_school_chemistry,A,A,1
high_school_chemistry,C,C,1
high_school_chemistry,A,A,1
high_school_chemistry,B,B,1
high_school_chemistry,C,C,1
high_school_chemistry,C,C,1
high_school_chemistry,D,D,1
high_school_chemistry,C,C,1
high_school_chemistry,A,A,1
high_school_chemistry,A,C,0
high_school_chemistry,A,A,1
high_school_chemistry,A,C,0
high_school_chemistry,N/A,A,0
high_school_chemistry,D,D,1
high_school_chemistry,B,C,0
high_school_chemistry,B,A,0
high_school_chemistry,B,B,1
high_school_chemistry,B,B,1
high_school_chemistry,N/A,D,0
high_school_chemistry,C,B,0
high_school_chemistry,D,C,0
high_school_chemistry,A,B,0
high_school_chemistry,A,B,0
high_school_chemistry,C,C,1
high_school_chemistry,B,B,1
high_school_chemistry,A,D,0
high_school_chemistry,C,C,1
high_school_chemistry,B,B,1
high_school_chemistry,B,C,0
high_school_chemistry,C,A,0
high_school_chemistry,D,D,1
high_school_chemistry,C,D,0
high_school_chemistry,A,C,0
high_school_chemistry,A,B,0
high_school_chemistry,C,C,1
high_school_chemistry,D,B,0
high_school_chemistry,N/A,C,0
high_school_chemistry,D,D,1
high_school_chemistry,C,C,1
high_school_chemistry,B,D,0
high_school_chemistry,D,D,1
high_school_chemistry,B,C,0
high_school_chemistry,C,C,1
high_school_chemistry,D,D,1
high_school_chemistry,A,A,1
high_school_chemistry,D,D,1
high_school_chemistry,D,D,1
high_school_chemistry,C,C,1
high_school_chemistry,D,A,0
high_school_chemistry,D,B,0
high_school_chemistry,A,A,1
high_school_chemistry,D,A,0
high_school_chemistry,D,D,1
high_school_chemistry,A,C,0
high_school_chemistry,B,B,1
high_school_chemistry,D,D,1
high_school_chemistry,C,C,1
high_school_chemistry,B,D,0
high_school_chemistry,D,D,1
high_school_chemistry,C,A,0
high_school_chemistry,A,B,0
high_school_chemistry,N/A,A,0
high_school_chemistry,D,D,1
high_school_chemistry,D,D,1
high_school_chemistry,B,C,0
high_school_chemistry,B,B,1
high_school_chemistry,A,D,0
high_school_chemistry,B,D,0
high_school_chemistry,D,D,1
high_school_chemistry,C,B,0
high_school_chemistry,B,B,1
high_school_chemistry,B,D,0
high_school_chemistry,A,C,0
high_school_chemistry,A,D,0
high_school_chemistry,B,B,1
high_school_chemistry,B,B,1
high_school_chemistry,D,B,0
high_school_chemistry,C,B,0
high_school_chemistry,C,C,1
high_school_chemistry,B,B,1
high_school_chemistry,D,A,0
high_school_chemistry,A,C,0
high_school_chemistry,B,B,1
high_school_chemistry,B,B,1
high_school_chemistry,A,A,1
high_school_chemistry,C,A,0
high_school_chemistry,D,B,0
high_school_chemistry,C,C,1
high_school_chemistry,C,C,1
high_school_chemistry,C,C,1
high_school_chemistry,B,B,1
high_school_chemistry,D,D,1
high_school_chemistry,B,D,0
high_school_chemistry,D,D,1
high_school_chemistry,D,D,1
high_school_chemistry,D,D,1
high_school_chemistry,A,C,0
high_school_chemistry,A,C,0
high_school_chemistry,A,A,1
high_school_chemistry,D,B,0
high_school_chemistry,D,D,1
high_school_chemistry,B,B,1
high_school_chemistry,C,C,1
high_school_chemistry,C,C,1
high_school_chemistry,B,A,0
high_school_chemistry,C,C,1
high_school_chemistry,D,D,1
high_school_chemistry,B,B,1
high_school_chemistry,B,D,0
high_school_chemistry,B,B,1
high_school_chemistry,A,A,1
high_school_chemistry,D,D,1
high_school_chemistry,C,C,1
high_school_chemistry,B,B,1
high_school_chemistry,D,D,1
high_school_chemistry,D,D,1
high_school_chemistry,A,D,0
high_school_chemistry,C,A,0
high_school_chemistry,D,C,0
high_school_chemistry,A,C,0
high_school_chemistry,D,B,0
high_school_chemistry,D,D,1
high_school_chemistry,B,B,1
high_school_chemistry,D,A,0
high_school_chemistry,B,B,1
high_school_chemistry,D,D,1
high_school_chemistry,C,C,1
high_school_chemistry,D,B,0
high_school_chemistry,A,D,0
high_school_chemistry,D,D,1
high_school_chemistry,D,D,1
high_school_chemistry,D,D,1
high_school_chemistry,D,D,1
high_school_chemistry,D,B,0
high_school_chemistry,C,B,0
high_school_chemistry,B,C,0
high_school_chemistry,C,A,0
high_school_chemistry,B,B,1
high_school_chemistry,D,D,1
high_school_chemistry,D,B,0
high_school_chemistry,B,B,1
high_school_chemistry,D,B,0
high_school_chemistry,B,C,0
high_school_chemistry,C,D,0
high_school_chemistry,C,C,1
high_school_chemistry,B,B,1
high_school_chemistry,B,C,0
high_school_chemistry,C,C,1
high_school_chemistry,C,B,0
high_school_chemistry,D,C,0
high_school_chemistry,D,B,0
high_school_chemistry,D,D,1
high_school_chemistry,C,C,1
high_school_chemistry,N/A,A,0
high_school_chemistry,A,C,0
high_school_chemistry,B,B,1
high_school_chemistry,C,C,1
high_school_chemistry,C,C,1
high_school_chemistry,C,C,1
high_school_chemistry,B,B,1
high_school_chemistry,A,C,0
high_school_chemistry,B,C,0
high_school_chemistry,C,C,1
high_school_chemistry,B,B,1
high_school_chemistry,D,D,1
high_school_chemistry,D,D,1
high_school_chemistry,C,B,0
high_school_chemistry,C,C,1
high_school_chemistry,A,D,0
high_school_chemistry,D,C,0
high_school_chemistry,B,B,1
high_school_chemistry,C,C,1
high_school_chemistry,A,A,1
high_school_chemistry,N/A,A,0
high_school_chemistry,D,D,1
high_school_chemistry,A,D,0
high_school_chemistry,D,A,0
high_school_chemistry,A,C,0
high_school_chemistry,D,A,0
high_school_chemistry,D,B,0
high_school_chemistry,D,D,1
high_school_chemistry,C,C,1
high_school_chemistry,B,D,0
high_school_chemistry,A,A,1
high_school_chemistry,N/A,B,0
high_school_chemistry,D,C,0
high_school_chemistry,D,D,1
high_school_chemistry,D,C,0
high_school_chemistry,B,B,1
high_school_chemistry,C,A,0
high_school_chemistry,C,D,0
high_school_chemistry,D,D,1
high_school_chemistry,A,A,1
high_school_chemistry,D,D,1
high_school_chemistry,N/A,B,0
high_school_chemistry,D,C,0
high_school_chemistry,C,C,1
high_school_chemistry,D,D,1
high_school_chemistry,A,B,0
high_school_chemistry,D,B,0
high_school_chemistry,D,C,0
high_school_chemistry,D,B,0
high_school_computer_science,C,C,1
high_school_computer_science,A,A,1
high_school_computer_science,A,A,1
high_school_computer_science,B,C,0
high_school_computer_science,B,B,1
high_school_computer_science,C,C,1
high_school_computer_science,C,B,0
high_school_computer_science,B,B,1
high_school_computer_science,A,A,1
high_school_computer_science,B,B,1
high_school_computer_science,B,B,1
high_school_computer_science,C,C,1
high_school_computer_science,C,C,1
high_school_computer_science,B,B,1
high_school_computer_science,C,C,1
high_school_computer_science,A,A,1
high_school_computer_science,B,D,0
high_school_computer_science,D,D,1
high_school_computer_science,D,D,1
high_school_computer_science,A,A,1
high_school_computer_science,C,C,1
high_school_computer_science,A,B,0
high_school_computer_science,B,B,1
high_school_computer_science,C,C,1
high_school_computer_science,D,D,1
high_school_computer_science,D,C,0
high_school_computer_science,C,C,1
high_school_computer_science,D,D,1
high_school_computer_science,D,A,0
high_school_computer_science,A,A,1
high_school_computer_science,A,A,1
high_school_computer_science,C,C,1
high_school_computer_science,C,D,0
high_school_computer_science,B,B,1
high_school_computer_science,C,C,1
high_school_computer_science,D,B,0
high_school_computer_science,B,A,0
high_school_computer_science,A,A,1
high_school_computer_science,B,C,0
high_school_computer_science,A,D,0
high_school_computer_science,B,B,1
high_school_computer_science,C,C,1
high_school_computer_science,C,A,0
high_school_computer_science,C,A,0
high_school_computer_science,C,C,1
high_school_computer_science,B,B,1
high_school_computer_science,C,C,1
high_school_computer_science,A,A,1
high_school_computer_science,A,B,0
high_school_computer_science,C,C,1
high_school_computer_science,A,A,1
high_school_computer_science,C,C,1
high_school_computer_science,A,A,1
high_school_computer_science,A,A,1
high_school_computer_science,D,D,1
high_school_computer_science,A,A,1
high_school_computer_science,B,C,0
high_school_computer_science,D,D,1
high_school_computer_science,D,C,0
high_school_computer_science,A,A,1
high_school_computer_science,D,D,1
high_school_computer_science,B,B,1
high_school_computer_science,C,B,0
high_school_computer_science,D,D,1
high_school_computer_science,A,A,1
high_school_computer_science,D,D,1
high_school_computer_science,A,D,0
high_school_computer_science,C,C,1
high_school_computer_science,D,D,1
high_school_computer_science,A,D,0
high_school_computer_science,B,B,1
high_school_computer_science,A,B,0
high_school_computer_science,C,C,1
high_school_computer_science,A,D,0
high_school_computer_science,B,C,0
high_school_computer_science,C,C,1
high_school_computer_science,C,C,1
high_school_computer_science,B,B,1
high_school_computer_science,C,A,0
high_school_computer_science,D,D,1
high_school_computer_science,A,A,1
high_school_computer_science,B,C,0
high_school_computer_science,C,C,1
high_school_computer_science,B,B,1
high_school_computer_science,C,C,1
high_school_computer_science,B,A,0
high_school_computer_science,B,B,1
high_school_computer_science,A,A,1
high_school_computer_science,C,C,1
high_school_computer_science,A,A,1
high_school_computer_science,C,A,0
high_school_computer_science,C,C,1
high_school_computer_science,D,C,0
high_school_computer_science,D,D,1
high_school_computer_science,D,B,0
high_school_computer_science,C,C,1
high_school_computer_science,B,B,1
high_school_computer_science,D,B,0
high_school_computer_science,D,D,1
high_school_computer_science,C,C,1
high_school_european_history,C,C,1
high_school_european_history,A,A,1
high_school_european_history,D,D,1
high_school_european_history,A,B,0
high_school_european_history,B,B,1
high_school_european_history,C,C,1
high_school_european_history,C,C,1
high_school_european_history,D,B,0
high_school_european_history,C,C,1
high_school_european_history,C,C,1
high_school_european_history,D,D,1
high_school_european_history,C,C,1
high_school_european_history,C,C,1
high_school_european_history,A,B,0
high_school_european_history,A,D,0
high_school_european_history,D,D,1
high_school_european_history,D,A,0
high_school_european_history,C,D,0
high_school_european_history,B,A,0
high_school_european_history,D,D,1
high_school_european_history,A,C,0
high_school_european_history,A,A,1
high_school_european_history,C,A,0
high_school_european_history,B,B,1
high_school_european_history,D,D,1
high_school_european_history,C,B,0
high_school_european_history,A,D,0
high_school_european_history,A,A,1
high_school_european_history,D,B,0
high_school_european_history,C,C,1
high_school_european_history,A,A,1
high_school_european_history,D,D,1
high_school_european_history,B,A,0
high_school_european_history,C,C,1
high_school_european_history,A,A,1
high_school_european_history,C,C,1
high_school_european_history,A,A,1
high_school_european_history,B,B,1
high_school_european_history,D,B,0
high_school_european_history,A,A,1
high_school_european_history,D,A,0
high_school_european_history,D,D,1
high_school_european_history,C,C,1
high_school_european_history,A,C,0
high_school_european_history,D,D,1
high_school_european_history,D,D,1
high_school_european_history,C,C,1
high_school_european_history,B,C,0
high_school_european_history,D,C,0
high_school_european_history,C,A,0
high_school_european_history,C,C,1
high_school_european_history,C,A,0
high_school_european_history,A,A,1
high_school_european_history,D,D,1
high_school_european_history,B,B,1
high_school_european_history,B,B,1
high_school_european_history,D,D,1
high_school_european_history,A,A,1
high_school_european_history,D,D,1
high_school_european_history,D,D,1
high_school_european_history,A,A,1
high_school_european_history,D,C,0
high_school_european_history,B,B,1
high_school_european_history,A,C,0
high_school_european_history,D,D,1
high_school_european_history,C,C,1
high_school_european_history,A,C,0
high_school_european_history,D,D,1
high_school_european_history,D,A,0
high_school_european_history,B,B,1
high_school_european_history,D,D,1
high_school_european_history,D,B,0
high_school_european_history,C,C,1
high_school_european_history,C,C,1
high_school_european_history,B,D,0
high_school_european_history,B,B,1
high_school_european_history,B,D,0
high_school_european_history,D,A,0
high_school_european_history,C,A,0
high_school_european_history,B,B,1
high_school_european_history,C,C,1
high_school_european_history,A,B,0
high_school_european_history,D,D,1
high_school_european_history,A,A,1
high_school_european_history,A,A,1
high_school_european_history,A,A,1
high_school_european_history,C,C,1
high_school_european_history,C,C,1
high_school_european_history,C,C,1
high_school_european_history,B,B,1
high_school_european_history,D,C,0
high_school_european_history,A,A,1
high_school_european_history,D,D,1
high_school_european_history,B,B,1
high_school_european_history,C,C,1
high_school_european_history,B,B,1
high_school_european_history,D,D,1
high_school_european_history,D,D,1
high_school_european_history,A,A,1
high_school_european_history,B,D,0
high_school_european_history,C,C,1
high_school_european_history,D,D,1
high_school_european_history,D,B,0
high_school_european_history,C,C,1
high_school_european_history,D,B,0
high_school_european_history,C,C,1
high_school_european_history,B,B,1
high_school_european_history,A,A,1
high_school_european_history,B,B,1
high_school_european_history,D,D,1
high_school_european_history,B,B,1
high_school_european_history,C,C,1
high_school_european_history,A,A,1
high_school_european_history,D,D,1
high_school_european_history,B,B,1
high_school_european_history,C,C,1
high_school_european_history,D,A,0
high_school_european_history,B,B,1
high_school_european_history,B,B,1
high_school_european_history,D,D,1
high_school_european_history,A,A,1
high_school_european_history,B,B,1
high_school_european_history,B,B,1
high_school_european_history,A,B,0
high_school_european_history,B,B,1
high_school_european_history,C,C,1
high_school_european_history,B,B,1
high_school_european_history,A,A,1
high_school_european_history,B,B,1
high_school_european_history,B,B,1
high_school_european_history,C,C,1
high_school_european_history,D,D,1
high_school_european_history,A,A,1
high_school_european_history,A,B,0
high_school_european_history,B,B,1
high_school_european_history,D,D,1
high_school_european_history,C,D,0
high_school_european_history,D,D,1
high_school_european_history,B,B,1
high_school_european_history,A,A,1
high_school_european_history,D,A,0
high_school_european_history,C,C,1
high_school_european_history,D,D,1
high_school_european_history,C,C,1
high_school_european_history,B,B,1
high_school_european_history,B,B,1
high_school_european_history,A,C,0
high_school_european_history,D,D,1
high_school_european_history,C,C,1
high_school_european_history,C,C,1
high_school_european_history,D,D,1
high_school_european_history,D,D,1
high_school_european_history,C,D,0
high_school_european_history,D,D,1
high_school_european_history,C,C,1
high_school_european_history,C,C,1
high_school_european_history,A,A,1
high_school_european_history,D,D,1
high_school_european_history,B,D,0
high_school_european_history,C,C,1
high_school_european_history,A,A,1
high_school_european_history,A,A,1
high_school_european_history,C,C,1
high_school_european_history,C,C,1
high_school_european_history,B,C,0
high_school_geography,B,B,1
high_school_geography,D,D,1
high_school_geography,C,C,1
high_school_geography,D,A,0
high_school_geography,D,D,1
high_school_geography,D,D,1
high_school_geography,B,D,0
high_school_geography,C,C,1
high_school_geography,A,A,1
high_school_geography,D,D,1
high_school_geography,A,A,1
high_school_geography,B,B,1
high_school_geography,A,A,1
high_school_geography,D,D,1
high_school_geography,B,B,1
high_school_geography,D,D,1
high_school_geography,D,D,1
high_school_geography,D,D,1
high_school_geography,B,B,1
high_school_geography,C,C,1
high_school_geography,C,C,1
high_school_geography,D,D,1
high_school_geography,D,D,1
high_school_geography,A,D,0
high_school_geography,B,B,1
high_school_geography,A,A,1
high_school_geography,B,B,1
high_school_geography,A,B,0
high_school_geography,C,C,1
high_school_geography,A,A,1
high_school_geography,A,A,1
high_school_geography,D,D,1
high_school_geography,C,C,1
high_school_geography,D,D,1
high_school_geography,B,B,1
high_school_geography,B,C,0
high_school_geography,D,C,0
high_school_geography,C,C,1
high_school_geography,D,D,1
high_school_geography,D,D,1
high_school_geography,A,A,1
high_school_geography,A,B,0
high_school_geography,B,B,1
high_school_geography,D,B,0
high_school_geography,D,D,1
high_school_geography,C,D,0
high_school_geography,A,A,1
high_school_geography,A,A,1
high_school_geography,B,D,0
high_school_geography,C,B,0
high_school_geography,A,A,1
high_school_geography,D,D,1
high_school_geography,B,B,1
high_school_geography,A,C,0
high_school_geography,A,D,0
high_school_geography,C,C,1
high_school_geography,A,A,1
high_school_geography,D,D,1
high_school_geography,D,D,1
high_school_geography,A,A,1
high_school_geography,B,D,0
high_school_geography,B,B,1
high_school_geography,C,C,1
high_school_geography,D,D,1
high_school_geography,A,B,0
high_school_geography,C,C,1
high_school_geography,D,D,1
high_school_geography,B,B,1
high_school_geography,B,C,0
high_school_geography,C,C,1
high_school_geography,B,B,1
high_school_geography,D,A,0
high_school_geography,D,D,1
high_school_geography,C,C,1
high_school_geography,C,C,1
high_school_geography,B,B,1
high_school_geography,D,D,1
high_school_geography,D,D,1
high_school_geography,A,A,1
high_school_geography,D,D,1
high_school_geography,A,A,1
high_school_geography,B,B,1
high_school_geography,B,B,1
high_school_geography,C,C,1
high_school_geography,A,D,0
high_school_geography,C,C,1
high_school_geography,D,B,0
high_school_geography,D,D,1
high_school_geography,D,C,0
high_school_geography,C,C,1
high_school_geography,C,C,1
high_school_geography,B,D,0
high_school_geography,C,C,1
high_school_geography,C,C,1
high_school_geography,D,D,1
high_school_geography,D,D,1
high_school_geography,D,D,1
high_school_geography,D,D,1
high_school_geography,B,B,1
high_school_geography,C,C,1
high_school_geography,C,C,1
high_school_geography,C,C,1
high_school_geography,B,B,1
high_school_geography,D,D,1
high_school_geography,A,A,1
high_school_geography,D,D,1
high_school_geography,A,A,1
high_school_geography,D,D,1
high_school_geography,B,C,0
high_school_geography,B,B,1
high_school_geography,C,C,1
high_school_geography,B,B,1
high_school_geography,D,D,1
high_school_geography,B,B,1
high_school_geography,B,B,1
high_school_geography,D,D,1
high_school_geography,C,C,1
high_school_geography,D,C,0
high_school_geography,D,D,1
high_school_geography,C,C,1
high_school_geography,D,D,1
high_school_geography,D,D,1
high_school_geography,B,A,0
high_school_geography,C,C,1
high_school_geography,B,B,1
high_school_geography,D,D,1
high_school_geography,D,D,1
high_school_geography,C,C,1
high_school_geography,B,D,0
high_school_geography,D,D,1
high_school_geography,C,C,1
high_school_geography,D,D,1
high_school_geography,C,C,1
high_school_geography,B,B,1
high_school_geography,B,B,1
high_school_geography,B,C,0
high_school_geography,D,D,1
high_school_geography,C,C,1
high_school_geography,B,B,1
high_school_geography,D,D,1
high_school_geography,D,D,1
high_school_geography,B,A,0
high_school_geography,B,B,1
high_school_geography,A,A,1
high_school_geography,B,B,1
high_school_geography,A,D,0
high_school_geography,C,C,1
high_school_geography,D,D,1
high_school_geography,B,C,0
high_school_geography,A,A,1
high_school_geography,C,C,1
high_school_geography,D,D,1
high_school_geography,D,C,0
high_school_geography,A,A,1
high_school_geography,B,B,1
high_school_geography,D,D,1
high_school_geography,B,B,1
high_school_geography,D,D,1
high_school_geography,B,A,0
high_school_geography,D,D,1
high_school_geography,D,D,1
high_school_geography,A,D,0
high_school_geography,A,A,1
high_school_geography,C,C,1
high_school_geography,A,A,1
high_school_geography,C,C,1
high_school_geography,B,C,0
high_school_geography,B,B,1
high_school_geography,D,D,1
high_school_geography,C,C,1
high_school_geography,D,D,1
high_school_geography,A,D,0
high_school_geography,A,A,1
high_school_geography,C,C,1
high_school_geography,A,A,1
high_school_geography,B,D,0
high_school_geography,D,C,0
high_school_geography,D,A,0
high_school_geography,D,B,0
high_school_geography,C,C,1
high_school_geography,D,D,1
high_school_geography,D,B,0
high_school_geography,B,B,1
high_school_geography,D,D,1
high_school_geography,B,A,0
high_school_geography,B,B,1
high_school_geography,D,D,1
high_school_geography,A,A,1
high_school_geography,B,B,1
high_school_geography,A,A,1
high_school_geography,A,D,0
high_school_geography,B,B,1
high_school_geography,C,C,1
high_school_geography,A,A,1
high_school_geography,D,D,1
high_school_geography,A,A,1
high_school_geography,A,A,1
high_school_geography,B,B,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,B,0
high_school_government_and_politics,B,B,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,D,A,0
high_school_government_and_politics,B,B,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,A,0
high_school_government_and_politics,B,B,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,D,C,0
high_school_government_and_politics,D,C,0
high_school_government_and_politics,C,C,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,A,C,0
high_school_government_and_politics,A,A,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,B,C,0
high_school_government_and_politics,C,C,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,A,D,0
high_school_government_and_politics,B,C,0
high_school_government_and_politics,A,A,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,A,C,0
high_school_government_and_politics,D,D,1
high_school_government_and_politics,A,B,0
high_school_government_and_politics,D,D,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,A,D,0
high_school_government_and_politics,C,C,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,D,C,0
high_school_government_and_politics,D,A,0
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,D,C,0
high_school_government_and_politics,B,B,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,C,D,0
high_school_government_and_politics,B,C,0
high_school_government_and_politics,A,D,0
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,D,B,0
high_school_government_and_politics,A,A,1
high_school_government_and_politics,D,C,0
high_school_government_and_politics,C,C,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,B,D,0
high_school_government_and_politics,B,B,1
high_school_government_and_politics,D,C,0
high_school_government_and_politics,D,D,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,D,A,0
high_school_government_and_politics,B,D,0
high_school_government_and_politics,A,A,1
high_school_government_and_politics,A,C,0
high_school_government_and_politics,A,D,0
high_school_government_and_politics,A,D,0
high_school_government_and_politics,D,D,1
high_school_government_and_politics,A,B,0
high_school_government_and_politics,A,A,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,A,D,0
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,C,A,0
high_school_government_and_politics,C,C,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,A,D,0
high_school_government_and_politics,A,A,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,A,A,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,D,D,1
high_school_government_and_politics,C,C,1
high_school_government_and_politics,B,B,1
high_school_government_and_politics,B,B,1
high_school_macroeconomics,B,B,1
high_school_macroeconomics,D,D,1
high_school_macroeconomics,B,D,0
high_school_macroeconomics,C,C,1
high_school_macroeconomics,B,B,1
high_school_macroeconomics,B,B,1
high_school_macroeconomics,D,D,1
high_school_macroeconomics,D,D,1
high_school_macroeconomics,D,D,1
high_school_macroeconomics,A,A,1
high_school_macroeconomics,B,B,1
high_school_macroeconomics,C,D,0
high_school_macroeconomics,B,D,0
high_school_macroeconomics,A,D,0
high_school_macroeconomics,A,A,1
high_school_macroeconomics,B,B,1
high_school_macroeconomics,D,D,1
high_school_macroeconomics,C,B,0
high_school_macroeconomics,D,B,0
high_school_macroeconomics,B,B,1
high_school_macroeconomics,D,D,1
high_school_macroeconomics,D,A,0
high_school_macroeconomics,B,B,1
high_school_macroeconomics,D,D,1
high_school_macroeconomics,B,B,1
high_school_macroeconomics,C,D,0
