Subject,pred,gold,Is_Correct,Model
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,B,A,0,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,A,C,0,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,D,B,0,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,D,A,0,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,A,C,0,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,B,C,0,Llama-3.1-8B-Instruct
high_school_european_history,D,C,0,Llama-3.1-8B-Instruct
high_school_european_history,C,A,0,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,C,A,0,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,D,C,0,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,A,C,0,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,A,C,0,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,D,A,0,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,D,B,0,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,B,D,0,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,B,D,0,Llama-3.1-8B-Instruct
high_school_european_history,D,A,0,Llama-3.1-8B-Instruct
high_school_european_history,C,A,0,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,A,B,0,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,D,C,0,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,B,D,0,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,D,B,0,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,D,B,0,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,D,A,0,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,A,B,0,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,A,B,0,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,C,D,0,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,D,A,0,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,B,B,1,Llama-3.1-8B-Instruct
high_school_european_history,A,C,0,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,C,D,0,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,D,D,1,Llama-3.1-8B-Instruct
high_school_european_history,B,D,0,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,A,A,1,Llama-3.1-8B-Instruct
high_school_european_history,C,C,1,Llama-3.1-8B-Instruct
high_school_european_history,A,C,0,Llama-3.1-8B-Instruct
high_school_european_history,B,C,0,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,D,A,0,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,B,D,0,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,A,D,0,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,A,B,0,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,B,C,0,Llama-3.1-8B-Instruct
high_school_geography,D,C,0,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,A,B,0,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,D,B,0,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,C,D,0,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,B,D,0,Llama-3.1-8B-Instruct
high_school_geography,C,B,0,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,A,C,0,Llama-3.1-8B-Instruct
high_school_geography,A,D,0,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,B,D,0,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,A,B,0,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,B,C,0,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,D,A,0,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,A,D,0,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,D,B,0,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,D,C,0,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,B,D,0,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,B,C,0,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,D,C,0,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,B,D,0,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,B,C,0,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,B,A,0,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,A,D,0,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,B,C,0,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,D,C,0,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,B,A,0,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,A,D,0,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,B,C,0,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,A,D,0,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,A,D,0,Llama-3.1-8B-Instruct
high_school_geography,D,C,0,Llama-3.1-8B-Instruct
high_school_geography,D,A,0,Llama-3.1-8B-Instruct
high_school_geography,D,B,0,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,D,B,0,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,B,A,0,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,A,D,0,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_geography,C,C,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,D,D,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,A,A,1,Llama-3.1-8B-Instruct
high_school_geography,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,B,0,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,A,0,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,A,0,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,C,0,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,C,0,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,C,0,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,D,0,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,C,0,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,C,0,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,B,0,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,D,0,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,A,0,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,C,0,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,B,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,C,C,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,D,0,Llama-3.1-8B-Instruct
high_school_government_and_politics,B,C,0,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,D,0,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,D,D,1,Llama-3.1-8B-Instruct
high_school_government_and_politics,A,A,1,Llama-3.1-8B-Instruct
