Subject,Is_Correct
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,1
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,1
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,1
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,1
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,1
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,1
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,1
formal_logic,1
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,1
formal_logic,0
formal_logic,1
formal_logic,1
formal_logic,1
formal_logic,1
formal_logic,0
formal_logic,1
formal_logic,1
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,1
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,1
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,1
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,1
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,1
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,1
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
formal_logic,0
global_facts,1
global_facts,0
global_facts,1
global_facts,1
global_facts,0
global_facts,0
global_facts,0
global_facts,1
global_facts,1
global_facts,1
global_facts,0
global_facts,1
global_facts,0
global_facts,0
global_facts,1
global_facts,0
global_facts,0
global_facts,0
global_facts,1
global_facts,1
global_facts,0
global_facts,0
global_facts,0
global_facts,0
global_facts,1
global_facts,0
global_facts,0
global_facts,0
global_facts,0
global_facts,0
global_facts,0
global_facts,1
global_facts,0
global_facts,0
global_facts,1
global_facts,0
global_facts,1
global_facts,0
global_facts,0
global_facts,0
global_facts,0
global_facts,0
global_facts,0
global_facts,0
global_facts,0
global_facts,1
global_facts,0
global_facts,0
global_facts,0
global_facts,0
global_facts,1
global_facts,0
global_facts,1
global_facts,0
global_facts,0
global_facts,0
global_facts,1
global_facts,1
global_facts,0
global_facts,0
global_facts,1
global_facts,0
global_facts,0
global_facts,1
global_facts,0
global_facts,0
global_facts,0
global_facts,1
global_facts,0
global_facts,1
global_facts,1
global_facts,0
global_facts,1
global_facts,1
global_facts,0
global_facts,0
global_facts,1
global_facts,0
global_facts,0
global_facts,0
global_facts,0
global_facts,1
global_facts,0
global_facts,1
global_facts,0
global_facts,0
global_facts,1
global_facts,0
global_facts,1
global_facts,0
global_facts,0
global_facts,0
global_facts,0
global_facts,1
global_facts,0
global_facts,1
global_facts,1
global_facts,1
global_facts,0
global_facts,0
high_school_biology,0
high_school_biology,0
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,0
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,0
high_school_biology,0
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,0
high_school_biology,0
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,0
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,0
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,0
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,0
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,0
high_school_biology,0
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,0
high_school_biology,0
high_school_biology,0
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,0
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_biology,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,1
high_school_chemistry,0
high_school_chemistry,0
high_school_chemistry,0
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,0
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,0
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,0
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,0
high_school_computer_science,1
high_school_computer_science,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,0
high_school_european_history,0
high_school_european_history,1
high_school_european_history,0
high_school_european_history,0
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,0
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,0
high_school_european_history,1
high_school_european_history,0
high_school_european_history,0
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,0
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,0
high_school_european_history,0
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,1
high_school_european_history,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,0
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,0
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,0
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,0
high_school_geography,1
high_school_geography,0
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,0
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_geography,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,0
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,0
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_government_and_politics,1
high_school_macroeconomics,1
high_school_macroeconomics,1
high_school_macroeconomics,0
high_school_macroeconomics,1
high_school_macroeconomics,0
high_school_macroeconomics,1
high_school_macroeconomics,1
high_school_macroeconomics,1
high_school_macroeconomics,1
high_school_macroeconomics,0
high_school_macroeconomics,1
high_school_macroeconomics,1
high_school_macroeconomics,1
high_school_macroeconomics,0
high_school_macroeconomics,1
high_school_macroeconomics,1
high_school_macroeconomics,1
high_school_macroeconomics,1
